date, total distance
09.08.2021 14:11:26.925,649.41
09.08.2021 14:11:27.177,649.41
09.08.2021 14:11:27.914,649.41
09.08.2021 14:11:28.165,649.42
09.08.2021 14:11:28.901,649.42
09.08.2021 14:11:29.136,649.43
09.08.2021 14:11:29.925,649.43
09.08.2021 14:11:30.915,649.44
09.08.2021 14:11:31.149,649.45
09.08.2021 14:11:31.930,649.45
09.08.2021 14:11:32.922,649.46
09.08.2021 14:11:33.166,649.47
09.08.2021 14:11:33.915,649.47
09.08.2021 14:11:34.151,649.47
09.08.2021 14:11:34.931,649.47
09.08.2021 14:11:35.172,649.48
09.08.2021 14:11:35.925,649.48
09.08.2021 14:11:36.178,649.49
09.08.2021 14:11:36.911,649.49
09.08.2021 14:11:37.151,649.50
09.08.2021 14:11:37.939,649.50
09.08.2021 14:11:38.178,649.51
09.08.2021 14:11:38.925,649.51
09.08.2021 14:11:39.178,649.51
09.08.2021 14:11:39.942,649.51
09.08.2021 14:11:40.185,649.52
09.08.2021 14:11:40.940,649.52
09.08.2021 14:11:41.179,649.53
09.08.2021 14:11:41.925,649.53
09.08.2021 14:11:42.176,649.54
09.08.2021 14:11:42.941,649.54
09.08.2021 14:11:43.182,649.55
09.08.2021 14:11:43.939,649.55
09.08.2021 14:11:44.925,649.56
09.08.2021 14:11:45.175,649.57
09.08.2021 14:11:45.941,649.57
09.08.2021 14:11:46.961,649.57
09.08.2021 14:11:47.198,649.58
09.08.2021 14:11:47.925,649.58
09.08.2021 14:11:48.942,649.59
09.08.2021 14:11:49.188,649.60
09.08.2021 14:11:49.939,649.60
09.08.2021 14:11:50.178,649.61
09.08.2021 14:11:50.922,649.61
09.08.2021 14:11:51.946,649.61
09.08.2021 14:11:52.175,649.62
09.08.2021 14:11:52.932,649.62
09.08.2021 14:11:53.182,649.63
09.08.2021 14:11:53.921,649.63
09.08.2021 14:11:54.168,649.64
09.08.2021 14:11:54.946,649.64
09.08.2021 14:11:55.178,649.65
09.08.2021 14:11:55.932,649.65
09.08.2021 14:11:56.171,649.65
09.08.2021 14:11:56.959,649.65
09.08.2021 14:11:57.946,649.66
09.08.2021 14:11:58.154,649.67
09.08.2021 14:11:58.962,649.67
09.08.2021 14:11:59.174,649.68
09.08.2021 14:11:59.959,649.68
09.08.2021 14:12:00.946,649.69
09.08.2021 14:12:01.174,649.70
09.08.2021 14:12:01.963,649.70
09.08.2021 14:12:02.184,649.71
09.08.2021 14:12:02.960,649.71
09.08.2021 14:12:03.174,649.71
09.08.2021 14:12:03.946,649.71
09.08.2021 14:12:04.176,649.72
09.08.2021 14:12:04.962,649.72
09.08.2021 14:12:05.175,649.73
09.08.2021 14:12:05.951,649.73
09.08.2021 14:12:06.175,649.74
09.08.2021 14:12:06.943,649.74
09.08.2021 14:12:07.176,649.75
09.08.2021 14:12:07.968,649.75
09.08.2021 14:12:08.185,649.75
09.08.2021 14:12:08.952,649.75
09.08.2021 14:12:09.174,649.76
09.08.2021 14:12:09.942,649.76
09.08.2021 14:12:10.180,649.77
09.08.2021 14:12:10.968,649.77
09.08.2021 14:12:11.184,649.78
09.08.2021 14:12:11.953,649.78
09.08.2021 14:12:12.184,649.79
09.08.2021 14:12:12.978,649.79
09.08.2021 14:12:13.191,649.80
09.08.2021 14:12:13.968,649.80
09.08.2021 14:12:14.182,649.80
09.08.2021 14:12:14.952,649.80
09.08.2021 14:12:15.977,649.81
09.08.2021 14:12:16.968,649.81
09.08.2021 14:12:17.186,649.82
09.08.2021 14:12:17.975,649.82
09.08.2021 14:12:18.197,649.83
09.08.2021 14:12:18.977,649.83
09.08.2021 14:12:19.202,649.84
09.08.2021 14:12:19.969,649.84
09.08.2021 14:12:20.186,649.85
09.08.2021 14:12:20.952,649.85
09.08.2021 14:12:21.178,649.85
09.08.2021 14:12:21.978,649.85
09.08.2021 14:12:22.206,649.86
09.08.2021 14:12:22.962,649.86
09.08.2021 14:12:23.185,649.87
09.08.2021 14:12:23.984,649.87
09.08.2021 14:12:24.220,649.88
09.08.2021 14:12:24.978,649.88
09.08.2021 14:12:25.208,649.89
09.08.2021 14:12:25.962,649.89
09.08.2021 14:12:26.190,649.89
09.08.2021 14:12:26.983,649.89
09.08.2021 14:12:27.213,649.90
09.08.2021 14:12:27.969,649.90
09.08.2021 14:12:28.187,649.91
09.08.2021 14:12:29.012,649.91
09.08.2021 14:12:29.983,649.91
09.08.2021 14:12:30.204,649.93
09.08.2021 14:12:30.969,649.93
09.08.2021 14:12:31.193,649.94
09.08.2021 14:12:31.993,649.94
09.08.2021 14:12:32.215,649.95
09.08.2021 14:12:32.984,649.95
09.08.2021 14:12:33.229,649.95
09.08.2021 14:12:33.979,649.95
09.08.2021 14:12:34.992,649.96
09.08.2021 14:12:35.220,649.97
09.08.2021 14:12:35.983,649.97
09.08.2021 14:12:36.216,649.98
09.08.2021 14:12:36.972,649.98
09.08.2021 14:12:37.198,649.98
09.08.2021 14:12:37.990,649.98
09.08.2021 14:12:38.982,649.99
09.08.2021 14:12:39.205,650.00
09.08.2021 14:12:39.981,650.00
09.08.2021 14:12:40.198,650.01
09.08.2021 14:12:40.992,650.01
09.08.2021 14:12:41.216,650.01
09.08.2021 14:12:41.982,650.01
09.08.2021 14:12:42.220,650.02
09.08.2021 14:12:43.004,650.02
09.08.2021 14:12:43.993,650.03
09.08.2021 14:12:44.216,650.04
09.08.2021 14:12:44.949,650.04
09.08.2021 14:12:45.173,650.05
09.08.2021 14:12:45.980,650.05
09.08.2021 14:12:46.221,650.06
09.08.2021 14:12:46.991,650.06
09.08.2021 14:12:47.983,650.06
09.08.2021 14:12:48.980,650.07
09.08.2021 14:12:49.197,650.08
09.08.2021 14:12:49.993,650.08
09.08.2021 14:12:50.222,650.09
09.08.2021 14:12:50.931,650.09
09.08.2021 14:12:51.981,650.10
09.08.2021 14:12:52.211,650.11
09.08.2021 14:12:52.993,650.11
09.08.2021 14:12:53.217,650.11
09.08.2021 14:12:53.931,650.11
09.08.2021 14:12:54.176,650.12
09.08.2021 14:12:54.981,650.12
09.08.2021 14:12:55.210,650.13
09.08.2021 14:12:55.940,650.13
09.08.2021 14:12:56.181,650.14
09.08.2021 14:12:56.930,650.14
09.08.2021 14:12:57.180,650.15
09.08.2021 14:12:57.980,650.15
09.08.2021 14:12:58.209,650.16
09.08.2021 14:12:58.993,650.16
09.08.2021 14:12:59.990,650.16
09.08.2021 14:13:00.205,650.17
09.08.2021 14:13:00.980,650.17
09.08.2021 14:13:01.203,650.18
09.08.2021 14:13:01.992,650.18
09.08.2021 14:13:02.213,650.19
09.08.2021 14:13:02.953,650.19
09.08.2021 14:13:03.179,650.20
09.08.2021 14:13:04.027,650.20
09.08.2021 14:13:04.251,650.21
09.08.2021 14:13:04.941,650.21
09.08.2021 14:13:05.178,650.21
09.08.2021 14:13:05.923,650.21
09.08.2021 14:13:06.170,650.22
09.08.2021 14:13:07.007,650.22
09.08.2021 14:13:08.000,650.23
09.08.2021 14:13:08.217,650.24
09.08.2021 14:13:08.955,650.24
09.08.2021 14:13:09.174,650.25
09.08.2021 14:13:09.948,650.25
09.08.2021 14:13:10.164,650.26
09.08.2021 14:13:10.941,650.26
09.08.2021 14:13:11.982,650.26
09.08.2021 14:13:12.946,650.27
09.08.2021 14:13:13.169,650.28
09.08.2021 14:13:13.996,650.28
09.08.2021 14:13:14.219,650.29
09.08.2021 14:13:14.922,650.29
09.08.2021 14:13:15.173,650.30
09.08.2021 14:13:15.946,650.30
09.08.2021 14:13:16.166,650.31
09.08.2021 14:13:16.959,650.31
09.08.2021 14:13:17.178,650.31
09.08.2021 14:13:17.956,650.31
09.08.2021 14:13:18.191,650.32
09.08.2021 14:13:18.912,650.32
09.08.2021 14:13:19.166,650.33
